Abstract,True Title,Predicted Title,ROUGE Score,BLEU Score
"  We present a short proof of the Church-Rosser property for thelambda-calculus enjoying two distinguishing features: Firstly, it employs theZ-property, resulting in a short and elegant proof; and secondly, it isformalized in the nominal higher-order logic available for the proof assistantIsabelle/HOL.","A survey on Dependable Digital Systems using FPGAs: Current Methods and
  Challenges",Fault Tolerance Techniques for Field Programmable Gate Arrays,0.0,0
"  Voice over Internet Protocol (VoIP) applications (apps) provide convenientand low cost means for users to communicate and share information with eachother in real-time. Day by day, the popularity of such apps is increasing, andpeople produce and share a huge amount of data, including their personal andsensitive information. This might lead to several privacy issues, such asrevealing user contacts, private messages or personal photos. Therefore, havingan up-to-date forensic understanding of these apps is necessary. This chapterpresents analysis of forensically valuable remnants of three popular MobileVoIP (mVoIP) apps on Google Play store, namely: Viber, Skype, and WhatsAppMessenger, in order to figure out to what extent these apps reveal forensicallyvaluable information about the users activities. We performed a thoroughinvestigative study of these three mVoIP apps on smartphone devices. Ourexperimental results show that several artefacts, such as messages, contactdetails, phone numbers, images, and video files, are recoverable from thesmartphone device that is equipped with these mVoIP apps.","A Resistive CAM Processing-in-Storage Architecture for DNA Sequence
  Alignment",ReCAM: A Novel Processing-In-Storage Architecture Based on Resistive CAM,0.45454545454545453,0.48549177170732344
"  The propagation of waves in complex media can be harnessed either by tamingthe incident wave-field impinging on the medium or by forcing waves alongdesired paths through its careful design. These two alternative strategies havegiven rise to fascinating concepts such as time reversal or negativerefraction. Here, we show how these two processes are intimately linked throughthe negative reflection phenomenon. A negative reflecting mirror converts awave of positive phase velocity into its negative counterpart and vice versa.In this article, we experimentally demonstrate this phenomenon with elasticwaves in a 2D billiard and in a disordered plate by means of laserinterferometry. Despite the complexity of such configurations, the negativelyreflected wave field focuses back towards the initial source location, therebymimicking a phase conjugation operation while being a fully passive process.The super-focusing capability of negative reflection is also highlighted in amonochromatic regime. The negative reflection phenomenon is not restricted toguided elastic waves since it can occur in zero-gap systems such as photoniccrystals, chiral metamaterials or graphene. Negative reflection can thus becomea tool of choice for the control of waves in all fields of wave physics.",Transition Systems for Model Generators - A Unifying Approach,Satisfiability solvers for propositional logic,0.15384615384615385,0.3004843884984905
"  It is arguably believed that flatter minima can generalize better. However,it has been pointed out that the usual definitions of sharpness, which considereither the maxima or the integral of loss over a $\delta$ ball of parametersaround minima, cannot give consistent measurement for scale invariant neuralnetworks, e.g., networks with batch normalization layer. In this paper, wefirst propose a measure of sharpness, BN-Sharpness, which gives consistentvalue for equivalent networks under BN. It achieves the property of scaleinvariance by connecting the integral diameter with the scale of parameter.Then we present a computation-efficient way to calculate the BN-sharpnessapproximately i.e., one dimensional integral along the ""sharpest"" direction.Furthermore, we use the BN-sharpness to regularize the training and design analgorithm to minimize the new regularized objective. Our algorithm achievesconsiderably better performance than vanilla SGD over various experimentsettings.",Dynamical 3-Space Gravity Theory: Effects on Polytropic Solar Models,Dynamics of the 3-space,0.4,0
"  VANET (Vehicular Ad-hoc Network) is a new technology which has taken enormousattention in the recent years. Vehicular ad hoc network is formed by cars whichare called nodes; allow them to communicate with one another without using anyfixed road side unit. It has some unique characteristics which make itdifferent from other ad hoc network as well as difficult to define any exactmobility model and routing protocols because of their high mobility andchanging mobility pattern. Hence performance of routing protocols can vary withthe various parameters such as speed, pause time, node density and trafficscenarios. In this research paper, the performance of two on-demand routingprotocols AODV & DSR has been analyzed by means of packet delivery ratio, losspacket ratio & average end-to-end delay with varying pause time, speed time andnode density under TCP & CBR connection.",Wave equations on non-smooth space-times,Global Uniqueness of Wave Equations on Lorentzian Manifolds,0.39999999999999997,0.7071067811865476
"  Designing and implementing comprehensive IT-based support environments for KMin organizations is fraught with many problems. Solving them requires intimateknowledge about the information usage in knowledge works and the scopes oftechnology intervention. In this paper, the Task-oriented OrganizationalKnowledge Management or TOKM, a design theory for building integrated ITplatforms for supporting organizational KM, is proposed. TOKM brings togethertwo apparently mutually exclusive practices of building KM systems, thetask-based approach and the generic or universalistic approach. In developingthe design, the information requirements of knowledge workers in light of aninformation usage model of knowledge works is studied. Then the model isextended to study possibilities of more advanced IT support and formulate themin form of a set of meta-requirements. Following the IS design theory paradigm,a set of artifacts are hypothesized to meet the requirements. Finally, a designmethod, as a possible approach of building an IT-based integrated platform, theKnowledge Work Support Platform (KWSP) to realize the artifacts in order tomeet the requirements, is outlined. The KWSP is a powerful platform forbuilding and maintaining a number of task-type specific Knowledge Work SupportSystems (KWSS) on a common sharable platform. Each KWSS, for the task-typesupported by it, can be easily designed to provide extensive and sophisticatedsupport to individual as well as group of knowledge workers in performing theirrespective knowledge work instances","Luminosity Determination in pp Collisions at sqrt(s)=7 TeV Using the
  ATLAS Detector at the LHC","Measurement of Luminosity using the ATLAS Detector during Early
  Run at sqrt",0.41379310344827586,0.22976448323015275
"  Combining neural networks with continuous logic and multicriteria decisionmaking tools can reduce the black box nature of neural models. In this study,we show that nilpotent logical systems offer an appropriate mathematicalframework for a hybridization of continuous nilpotent logic and neural models,helping to improve the interpretability and safety of machine learning. In ourconcept, perceptrons model soft inequalities; namely membership functions andcontinuous logical operators. We design the network architecture beforetraining, using continuous logical operators and multicriteria decision toolswith given weights working in the hidden layers. Designing the structureappropriately leads to a drastic reduction in the number of parameters to belearned. The theoretical basis offers a straightforward choice of activationfunctions (the cutting function or its differentiable approximation, thesquashing function), and also suggests an explanation to the great success ofthe rectified linear unit (ReLU). In this study, we focus on the architectureof a hybrid model and introduce the building blocks for future application indeep neural networks. The concept is illustrated with some toy examples takenfrom an extended version of the tensorflow playground.","A 50/50 electronic beam splitter in graphene nanoribbons as a building
  block for electron optics",A 50/50 electronic beam splitter for graphene nanoribbons,0.64,0.2562818311136838
"  We have realized encapsulated trilayer MoS$_2$ devices with gated graphenecontacts. In the bulk, we observe an electron mobility as high as7000~cm$^{2}$/(V s) at a density of 3 $\times$ 10$^{12}$~cm$^{-2}$ at atemperature of 1.9~K. Shubnikov--de Haas oscillations start at magnetic fieldsas low as 0.9~T. The observed 3-fold Landau level degeneracy can be understoodbased on the valley Zeeman effect. Negatively biased split gate electrodesallow us to form a channel that can be completely pinched off for sufficientlylarge gate voltages. The measured conductance displays plateau-like features.","Constraints on the induced gravitational wave background from primordial
  black holes","Primordial black hole mass spectrum and second-order gravitational wave
  background from pulsar",0.33333333333333337,0.22416933501922293
"  We use integration by parts formulas to give estimates for the $L^p$ norm ofthe Riesz transform. This is motivated by the representation formula forconditional expectations of functionals on the Wiener space already given inMalliavin and Thalmaier. As a consequence, we obtain regularity and estimatesfor the density of non degenerated functionals on the Wiener space. We alsogive a semi-distance which characterizes the convergence to the boundary of theset of the strict positivity points for the density.","On the growth of perturbations in interacting dark energy and dark
  matter fluids",Coupling of dark sector couplings,0.2222222222222222,0.16056239100113953
"  Measuring testability early in the development life cycle especially atdesign phase is a criterion of crucial importance to software designers,developers, quality controllers and practitioners. However, most of themechanism available for testability measurement may be used in the later phasesof development life cycle. Early estimation of testability, absolutely atdesign phase helps designers to improve their designs before the coding starts.Practitioners regularly advocate that testability should be planned early indesign phase. Testability measurement early in design phase is greatlyemphasized in this study; hence, considered significant for the delivery ofquality software. As a result, it extensively reduces rework during and afterimplementation, as well as facilitate for design effective test plans, betterproject and resource planning in a practical manner, with a focus on the designphase. An effort has been put forth in this paper to recognize the key factorscontributing in testability measurement at design phase. Additionally,testability measurement model is developed to quantify software testability atdesign phase. Furthermore, the relationship of Testability with these factorshas been tested and justified with the help of statistical measures. Thedeveloped model has been validated using experimental tryout. Finally, itincorporates the empirical validation of the testability measurement model asthe authors most important contribution.",Unique tangent behavior for 1-dimensional stationary varifolds,Uniquetangent behaviour on stationary varifolds,0.3076923076923077,0.3769486629893372
"  This chapter surveys recent and less recent results on convergence ofKleinian representations, following Thurston's Double Limit and""AH(acylindrical) is compact"" Theorems.","Error estimates in weighted Sobolev norms for finite element immersed
  interface methods","Optimal Approximation of Inferring Partial Differential Equations
  with Disc",0.0,0
"  We develop a simple analytical theory that relates dense sphere packings in acylinder to corresponding disk packings on its surface. It applies for ratiosR=D/d (where d and D are the diameters of the hard spheres and the boundingcylinder, respectively) up to R=1+1/sin(pi/5). Within this range the densestpackings are such that all spheres are in contact with the cylindricalboundary. The detailed results elucidate extensive numerical simulations byourselves and others by identifying the nature of all competing phases.","Generation of Relativistic Electron Bunches with Arbitrary Current
  Distribution via Transverse-to-Longitudinal Phase Space Exchange","Tunable transverse-to-longitudinal phase space-exchange beamline for
",0.4800000000000001,0
"  This paper investigates the role of saliency to improve the classificationaccuracy of a Convolutional Neural Network (CNN) for the case when scarcetraining data is available. Our approach consists in adding a saliency branchto an existing CNN architecture which is used to modulate the standardbottom-up visual features from the original image input, acting as anattentional mechanism that guides the feature extraction process. The main aimof the proposed approach is to enable the effective training of a fine-grainedrecognition model with limited training samples and to improve the performanceon the task, thereby alleviating the need to annotate large dataset. % The vastmajority of saliency methods are evaluated on their ability to generatesaliency maps, and not on their functionality in a complete vision pipeline.Our proposed pipeline allows to evaluate saliency methods for the high-leveltask of object recognition. We perform extensive experiments on variousfine-grained datasets (Flowers, Birds, Cars, and Dogs) under differentconditions and show that saliency can considerably improve the network'sperformance, especially for the case of scarce training data. Furthermore, ourexperiments show that saliency methods that obtain improved saliency maps (asmeasured by traditional saliency benchmarks) also translate to saliency methodsthat yield improved performance gains when applied in an object recognitionpipeline.",A uniqueness theorem for stationary Kaluza-Klein black holes,Uniqueness of stationary Kaluza-Klein black holes,0.75,0.36409302398068727
"  We present microscopic coupled-cluster calculations of the spectroscopicfactors for proton removal from the closed-shell oxygen isotopes$^{14,16,22,24,28}$O with the chiral nucleon-nucleon interaction atnext-to-next-to-next-to-leading order. We include coupling-to-continuum degreesof freedom by using a Hartree-Fock basis built from a Woods-Saxonsingle-particle basis. This basis treats bound and continuum states on an equalfooting. We find a significant quenching of spectroscopic factors in theneutron-rich oxygen isotopes, pointing to enhanced many-body correlationsinduced by strong coupling to the scattering continuum above the neutronemission thresholds.",Rate-distortion Balanced Data Compression for Wireless Sensor Networks,"Data Compression with Error Bound Guarantee for Wireless Sensor
  Networks",0.631578947368421,0.31239399369202553
"  We investigate the dynamics of negative surface discharges in air throughnumerical simulations with a 2D fluid model. A geometry consisting of a flatdielectric embedded between parallel-plate electrodes is used. Compared tonegative streamers in bulk gas, negative surface streamers are observed to havea higher electron density, a higher electric field and higher propagationvelocity. On the other hand, their maximum electric field and velocity arelower than for positive surface streamers. In our simulations, negative surfacestreamers are slower for larger relative permittivity. Negative chargeaccumulates on a dielectric surface when a negative streamer propagates alongit, which can lead to a high electric field inside the dielectric. If weinitially put negative surface charge on the dielectric, the growth of negativesurface discharges is delayed or inhibited. Positive surface charge has theopposite effect.","High-Order Implicit Time-Marching Methods Based on Generalized
  Summation-By-Parts Operators",A note on GSBP time-marching methods,0.3,0.38753858253732953
"  In this paper, we present the multi-wavelength study of a high level of solaractivity during which a single active region produced multiple flares/CMEs.According to the sunspot observations, the current solar cycle 24 manifest tobe less intense in comparison with the previous recent sunspot cycles. In thecourse of the current sunspot cycle 24, several small and large sunspot groupshave produced various moderate and intense flare/CME events. There are a fewactive regions with a large number of flaring activities passed across thevisible disk of the Sun during 2012-2015. In this study, we consider the threeperiods 22-29 Oct 2013, 01-08 Nov 2013, and 25 Oct- 08-Nov 2014, during which228 flares have been observed. Considering only active regions near the centralpart of the disk, 59 CMEs (halo or partial) have been reported among which only39 events are associated with flares. We conclude that an active region with alarger area, more complex morphology and stronger magnetic field has acomparatively higher possibility of producing extremely fast CMEs (speed > 1500km/sec). So that among the 5 X class flares of the reported periods, 3 of them(60%) are associated with a CME. The lift-off time for CME-flare associatedevents has a +15 to+30 minute time interval range after the occurrence time ofassociated flares suggesting that the flares produce the CMEs. Additionally, wecompiled the geomagnetic storms occurring within1-5 days after the CME onset.10% of the 59 CMEs are related to a magnetic storm but all are moderate storms.",Monte Carlo study of gating and selection in potassium channels,Gating and efficiency of ionic species in potassium channels,0.5263157894736842,0.33584386823726153
"  We discuss basic expressions and interrelations between various physicalquantities describing the fluctuation-electromagnetic interaction of a smallpolarizable particle during relativistic motion relative to the blackbodyradiation, namely tangential radiation force, rate of heating, intensity ofthermal radiation/absorption, the change of the rest mass of a particle, andacceleration. We obtain an explicit formula for the frictional force acting onthe particle in its rest frame and discuss its connection with the particleacceleration and the tangential force given in the reference frame ofbackground radiation. The criticism of our previous results in recent paper byA. I. Volokitin (Phys. Rev. A81, 2015, 032505) is refuted.",Distorted mass edges at LHC from supersymmetric leptoquarks,Supersymmetric grand unified theories,0.16666666666666666,0
"  The entropic signatures of magnetic phase transitions in the skyrmion latticehost compounds MnSi0.962Al0.038 and Fe0.7Co0.3Si were investigated through lowfield magnetization and ac susceptibility measurements. These data indicatethat the conical to skyrmion transition that occurs with the application ofmagnetic field in MnSi0.962Al0.038 is characterized by clear discontinuity inthe magnetic entropy as expected for first order topological phase transition.These same magnetoentropic features are negligibly small in isostructuralFe0.7Co0.3Si due to the level of chemical substitution related disorder anddifferences in the spin dynamics (range and timescales). Despite the obvioussimilarities in the magnetic structures of these two compounds, the transitionsbetween these phases is substantially different indicating a surprisingnon-universality to the magnetic phase transitions in this class of materials.","A Proposed Decision Support System/Expert System for Guiding Fresh
  Students in Selecting a Faculty in Gomal University, Pakistan","Design and Development of Rule Based Decision Support System for
  Students in Dera Ismail Khan",0.35294117647058826,0.44300069361967526
"  We determine the Cox rings of the minimal resolutions of cubic surfaces withat most rational double points, of blow ups of the projective plane atnon-general configurations of six points and of three dimensional smooth Fanovarieties of Picard numbers one and two.","Probing lepton flavor violation signal via e+ e- (gamma gamma) ---> l(i)
  anti-l(j) in the littlest Higgs model with T-parity at the ILC",Lepton flavorviolation at the ILC,0.25806451612903225,0.01536525829014379
"  We establish a number of results about smooth and topological concordance ofknots in $S^1\times S^2$. The winding number of a knot in $S^1\times S^2$ isdefined to be its class in $H_1(S^1\times S^2;\mathbb{Z})\cong \mathbb{Z}$. Weshow that there is a unique smooth concordance class of knots with windingnumber one. This improves the corresponding result of Friedl-Nagel-Orson-Powellin the topological category. We say a knot in $S^1\times S^2$ is slice (resp.topologically slice) if it bounds a smooth (resp. locally flat) disk in$D^2\times S^2$. We show that there are infinitely many topological concordanceclasses of non-slice knots, and moreover, for any winding number other than$\pm 1$, there are infinitely many topological concordance classes even withinthe collection of slice knots. Additionally we demonstrate the distinctionbetween the smooth and topological categories by constructing infinite familiesof slice knots that are topologically but not smoothly concordant, as well asnon-slice knots that are topologically slice and topologically concordant, butnot smoothly concordant.",R-C3D: Region Convolutional 3D Network for Temporal Activity Detection,"R-C3D: Region Convolutional 3D Network for Activity Detection in
 ",0.9,0.6606328636027614
"  Motivated by the recent work of the hidden conformal symmetry of the Kerrblack hole, we investigate the hidden conformal symmetry of a Kerr-Sen blackhole and a Kerr-Newman-Kasuya black hole. Our result shows the conformalsymmetry is spontaneously broken due to the periodicity of the azimuthal angle.The absorption across section is in consistence with the finite temperatureabsorption cross section for a 2D CFT. The entropies of the black holes arereproduced by the Cardy formula.","Effect of gravitational lensing on the distribution of gravitational
  waves from distant binary black hole mergers","Gravitational lensing magnification and the distribution of gravitational waves
  from binary black hole mer",0.7333333333333334,0.3963637477229612
"  Over the past few years, we developed a mathematically rigorous method tostudy the dynamical processes associated to nonlinear Forchheimer flows forslightly compressible fluids. We have proved the existence of a geometrictransformation which relates constant mean curvature surfaces andtime-invariant pressure distribution graphs constrained by theDarcy-Forchheimer law. We therein established a direct relationship between theCMC graph equation and a certain family of equations which we call$g$-Forchheimer equations. The corresponding results, on fast flows and theirgeometric interpretation, can be used as analytical tools in evaluatingimportant technological parameters in reservoir engineering.",Hamiltonian Formulation of Palatini f(R) theories a la Brans-Dicke,Hamiltonian formulation of f(R) theories of gravity,0.631578947368421,0.41746352657471425
"  The growing number of extragalactic high-energy (HE, E > 100 MeV) andvery-high-energy (VHE, E > 100 GeV) gamma-ray sources that do not belong to theblazar class suggests that VHE gamma-ray production may be a common property ofmost radio-loud Active Galactic Nuclei (AGN). In a previous paper, we haveinvestigated the signatures of Compton-supported pair cascades initiated by VHEgamma-ray absorption in monochromatic radiation fields, dominated by Ly-alphaline emission from the Broad Line Region. In this paper, we investigate theinteraction of nuclear VHE gamma-rays with the thermal infrared radiation fieldfrom a circumnuclear dust torus. Our code follows the spatial development ofthe cascade in full 3-dimensional geometry. We provide a model fit to thebroadband SED of the dust-rich, gamma-ray loud radio galaxy Cen A and show thattypical blazar-like jet parameters may be used to model the broadband SED, ifone allows for an additional cascade contribution to the Fermi gamma-rayemission.",Parasitic interference in nulling interferometry,"Effect of instrumental perturbations on the performance of a Bracewell
  interfer",0.0,0
"  This paper presents one-bit supervision, a novel setting of learning fromincomplete annotations, in the scenario of image classification. Instead oftraining a model upon the accurate label of each sample, our setting requiresthe model to query with a predicted label of each sample and learn from theanswer whether the guess is correct. This provides one bit (yes or no) ofinformation, and more importantly, annotating each sample becomes much easierthan finding the accurate label from many candidate classes. There are two keysto training a model upon one-bit supervision: improving the guess accuracy andmaking use of incorrect guesses. For these purposes, we propose a multi-stagetraining paradigm which incorporates negative label suppression into anoff-the-shelf semi-supervised learning algorithm. In three popular imageclassification benchmarks, our approach claims higher efficiency in utilizingthe limited amount of annotations.",Nonstandard Higgs decays in the E(6)SSM,Nonstandard decays of the lightest Higgs boson in the Exceptional Supersymm,0.4210526315789474,0.46173663094410267
"  Various text analysis techniques exist, which attempt to uncover unstructuredinformation from text. In this work, we explore using statistical dependencemeasures for textual classification, representing text as word vectors. Studentsatisfaction scores on a 3-point scale and their free text comments writtenabout university subjects are used as the dataset. We have compared two textualrepresentations: a frequency word representation and term frequencyrelationship to word vectors, and found that word vectors provide a greateraccuracy. However, these word vectors have a large number of features whichaggravates the burden of computational complexity. Thus, we explored using anon-linear dependency measure for feature selection by maximizing thedependence between the text reviews and corresponding scores. Our quantitativeand qualitative analysis on a student satisfaction dataset shows that ourapproach achieves comparable accuracy to the full feature vector, while beingan order of magnitude faster in testing. These text analysis and featurereduction techniques can be used for other textual data applications such assentiment analysis.","A Generalized Representation Formula for Systems of Tensor Wave
  Equations",Kirchhoff-Sobolev parametrix for tensor wave equations,0.47058823529411764,0.3280443278078623
"  We study deformed supersymmetries in N=2 super Yang-Mills theory in theOmega-backgrounds characterized by two complex parameters $\epsilon_1,\epsilon_2$. When one of the $\epsilon$-parameters vanishes, the theory hasextended supersymmetries. We compute the central charge of the algebra andobtain the deformed BPS monopole equation. We examine supersymmetries preservedby the equation.",The expected jaggedness of order ideals,The expected jaggedness of order ideals,1.0,1.0
"  Lesions are injuries and abnormal tissues in the human body. Detectinglesions in 3D Computed Tomography (CT) scans can be time-consuming even forvery experienced physicians and radiologists. In recent years, CNN based lesiondetectors have demonstrated huge potentials. Most of current state-of-the-artlesion detectors employ anchors to enumerate all possible bounding boxes withrespect to the dataset in process. This anchor mechanism greatly improves thedetection performance while also constraining the generalization ability ofdetectors. In this paper, we propose an anchor-free lesion detector. The anchormechanism is removed and lesions are formalized as single keypoints. By doingso, we witness a considerable performance gain in terms of both accuracy andinference speed compared with the anchor-based baseline",Distributed Gaussian Processes,"Robust Bayesian Committee Machine for Large-Scale Distributed Gaussian
  Processes",0.4615384615384615,0.3303164318013807
"  We report on our recent calculation of the inclusive direct photo- andhadroproduction of the J/psi meson at next-to-leading order within thefactorization formalism of nonrelativistic QCD. We fit the color-octet (CO)long-distance matrix elements <O^(J/psi)(1S0[8])>, <O^(J/psi)(3S1[8])> and<O^(J/psi)(3P0[8])> to the transverse momentum (p_T) distributions measured byCDF at Fermilab Tevatron and by H1 at DESY HERA and show that they alsosuccessfully describe the p_T distributions from PHENIX at BNL RHIC and CMS atthe CERN LHC as well as the photon-proton c.m. energy and (with worseagreement) the inelasticity distributions from H1. In all experiments, the COprocesses are shown to be indispensable.","Enhanced thermoelectric performance of twisted bilayer graphene
  nanoribbons junction","Towards negative differential resistance in twisted bilayer graphene nanoribbon
  junctions",0.5263157894736842,0.3021375397356768
"  In the era of m-Learning, it is found that educational institutions have onusof incorporating the latest technological innovations that can be accepted andunderstood widely. While investigating the important theme of fast-paceddevelopment of emerging technologies in mobile communications, it is importantto recognize the extent influence of these innovations using which society cancommunicate, learn, access information, and, additionally, interact. Inaddition, the usage of mobile technology in higher education needs not only thepervasive nature of the technology but also its disruptive nature that offersseveral challenges while incorporation in the area of teaching and learning.Therefore, recently, higher education institutions are looking at various waysof implementing m-Learning strategies, in order to offer solutions, which, inturn, can standardize the process of education and, additionally, replace thosetraditional didactic courses, focusing on m-Learning endless benefits. Some ofthe benefits are: the process of learning itself could be self-paced, whereasinformation could be easier accessed, adding to independent, discovery-orientedlearning that becomes more engaging. Applying CMM successfully to designeffective incorporation strategies of m-Learning, this research targetsformulation of such a maturity model by which the process of m-Learning can bemore effective and efficient.","Testing OPE for ghosts, gluons and $\alpha_s$",Wilson coefficients from QCD,0.0,0
"  Band convergence is an effective strategy to improve the thermoelectricperformance of complex bandstructure thermoelectric materials. Half-Heuslersare good candidates for band convergence studies because they have multiplebands near the valence bad edge that can be converged through various bandengineering approaches providing power factor improvement opportunities.Theoretical calculations to identify the outcome of band convergence employvarious approximations for the carrier scattering relaxation times (the mostcommon being the constant relaxation time approximation) due to the highcomputational complexity involved in extracting them accurately. Here, wecompare the outcome of strain-induced band convergence under two suchscattering scenarios: i) the most commonly used constant relaxation timeapproximation and ii) energy dependent inter- and intra-valley scatteringconsiderations for the half-Heuslers NbCoSn and TiCoSb. We show that theoutcome of band convergence on the power factor depends on the carrierscattering assumptions, as well as the temperature. For both materialsexamined, band convergence improves the power factor. For NbCoSn, however, bandconvergence becomes more beneficial as temperature increases, under bothscattering relaxation time assumptions. In the case of TiCoSb, on the otherhand, constant relaxation time considerations also indicate that the relativepower factor improvement increases with temperature, but under the energydependent scattering time considerations, the relative improvement weakens withtemperature. This indicates that the scattering details need to be accuratelyconsidered in band convergence studies to predict more accurate trends.",Trust Evaluation using an Improved Context Similarity Measurement,Weighting Ontology Trees for Context-aware Trust Evaluation,0.25,0.40495158902656925
"  We consider new issues of duality in four-dimensional Lorentz-breaking fieldtheories. In particular, we demonstrate that the arising of the aether-likeLorentz-breaking term is necessary in order for the 4D models to display theduality analog between the MCS and self-dual models in 3D. We further study thedispersion relations in both theories and discuss the physical contents of themodels involved in this new dualilty.",A major-index preserving map on fillings,A map of key polynomials,0.3333333333333333,0.6511126026643229
"  In this paper we propose a new observer design technique for nonlinearsystems. It combines the well-known Kazantzis-Kravaris-Luenberger observer andthe recently introduced parameter estimation-based observer, which becomespecial cases of it---extending the realm of applicability of both methods. Asecond contribution of the paper is the proof that these designs can be recastas particular cases of immersion and invariance observers---providing in thisway a unified framework for their analysis and design. Simulation results of aphysical system that illustrates the superior performance of the proposedobserver compared to other existing observers are presented.",Laplacian Dynamics and Multiscale Modular Structure in Networks,Stability of community partitioning,0.0,0
"  Dasgupta and Shulman showed that a two-round variant of the EM algorithm canlearn mixture of Gaussian distributions with near optimal precision with highprobability if the Gaussian distributions are well separated and if thedimension is sufficiently high. In this paper, we generalize their theory tolearning mixture of high-dimensional Bernoulli templates. Each template is abinary vector, and a template generates examples by randomly switching itsbinary components independently with a certain probability. In computer visionapplications, a binary vector is a feature map of an image, where each binarycomponent indicates whether a local feature or structure is present or absentwithin a certain cell of the image domain. A Bernoulli template can beconsidered as a statistical model for images of objects (or parts of objects)from the same category. We show that the two-round EM algorithm can learnmixture of Bernoulli templates with near optimal precision with highprobability, if the Bernoulli templates are sufficiently different and if thenumber of features is sufficiently high. We illustrate the theoretical resultsby synthetic and real examples.",Strict Confluent Drawing,A note on strict confluent drawing,0.6666666666666666,0
  In this work we study a generalized variable-coefficient Gardner equationfrom the point of view of Lie symmetries in partial differential equations. Wefind conservation laws by using the multipliers method of Anco and Bluman whichdoes not require the use of a variational principle. We also constructconservation laws using Ibragimov theorem which is based on the concept ofadjoint equation for nonlinear differential equations.,On Holographic Defect Entropy,Entanglement entropy of (3+1)- and (2+1) dimensional defect and,0.13333333333333333,0
"  Recently, learning-based approaches for 3D reconstruction from 2D images havegained popularity due to its modern applications, e.g., 3D printers, autonomousrobots, self-driving cars, virtual reality, and augmented reality. The computervision community has applied a great effort in developing functions toreconstruct the full 3D geometry of objects and scenes. However, to extractimage features, they rely on convolutional neural networks, which areineffective in capturing long-range dependencies. In this paper, we propose tosubstantially improve Occupancy Networks, a state-of-the-art method for 3Dobject reconstruction. For such we apply the concept of self-attention withinthe network's encoder in order to leverage complementary input features ratherthan those based on local regions, helping the encoder to extract globalinformation. With our approach, we were capable of improving the original workin 5.05% of mesh IoU, 0.83% of Normal Consistency, and more than 10X theChamfer-L1 distance. We also perform a qualitative study that shows that ourapproach was able to generate much more consistent meshes, confirming itsincreased generalization power over the current state-of-the-art.",Improving LSST Photometric Calibration with Gaia Data,Gaia G-band photometry for LSST calibration,0.2857142857142857,0.6431870218238024
"  The theoretical apsidal motion constants are key tools to investigate thestellar interiors in close eccentric binary systems. In addition, theseconstants and the moment of inertia are also important to investigate the tidalevolution of close binary stars as well as of exo-planetary systems.  The aim of the paper is to present new evolutionary models, based on the MESApackage, that include the internal structure constants (k$_2$, k$_3$, andk$_4$), the radius of gyration, and the gravitational potential energy forconfigurations computed from the pre-main-sequence (PMS) up to the first ascentgiant branch or beyond. The calculations are available for the threemetallicities [Fe/H]= 0.00, -0.50, and -1.00, which take the recentinvestigations in less metallic environments into account. This new set ofmodels replaces the old ones, published about 15 years ago, using the codeGRANADA.  Core overshooting was taken into account using the mass-f$_{ov}$relationship, which was derived semi-empirically for models more massive than1.2 M$_{\odot}$. The differential equations governing the apsidal motionconstants, moment of inertia, and the gravitational potential energy wereintegrated simultaneously through a fifth-order Runge-Kutta method with atolerance level of 10$^{-7}$.  The resulting models (from 0.8 up to 35.0 M$_{\odot}$) are presented in 54tables for the three metallicities, containing the usual characteristics of anevolutionary model (age, initial masses, log T$_{\rm eff}$, log g, and log L),the constants of internal structure (k$_2$, k$_3$, and k$_4$), the radius ofgyration $\beta,$ and the factor $\alpha$ that is related with thegravitational potential energy.",Proton radioactivity with a Yukawa effective interaction,Half lives of proton emitters,0.16666666666666666,0
"  A novel method to compute time eigenvalues of neutron transport problems ispresented based on solutions to the time dependent transport equation. Usingthese solutions we use the dynamic mode decomposition (DMD) to form anapproximate transport operator. This approximate operator has eigenvalues thatcan be directly related to the time eigenvalues of the neutron transportequation. This approach works for systems of any level of criticality and doesnot require the user to have estimates for the eigenvalues. Numerical resultsare presented for homogeneous and heterogeneous media. The numerical resultsindicate that the method finds the eigenvalues that are most important to thesolution evolution over a given time range, and the eigenvalue with the largestreal part is not necessarily important to the system evolution.","Two-phonon $\gamma$-vibrational states in rotating triaxial odd-$A$
  nuclei","The distribution of the two phonon $\gamma$ vibrational collectivity in the
 ",0.45454545454545453,0.5491004867761125
"  This paper extends the matrix based approach to the setting of multiplesubdivision schemes studied in [Sauer 2012]. Multiple subdivision schemes, incontrast to stationary and non-stationary schemes, allow for level dependentsubdivision weights and for level dependent choice of the dilation matrices.The latter property of multiple subdivision makes the standard definition ofthe transition matrices, crucial ingredient of the matrix approach in thestationary and non-stationary settings, inapplicable. We show how to avoid thisobstacle and characterize the convergence of multiple subdivision schemes interms of the joint spectral radius of certain square matrices derived fromsubdivision weights. We illustrate our results with several examples.","Optimization of Cellular Resources Evading Intra and Inter Tier
  Interference in Femto cells Equipped Macro cell Networks","Optimization of Cellular Resources with installed Femto cells in
  macro cell networks",0.6206896551724139,0.17860139602946815
